1.8866,1.9159,1.9404,1.8768,1.8328,1.8524
1.8866,1.9208,1.9355,1.8719,1.8182,1.8524
1.8817,1.9257,1.9404,1.8768,1.8133,1.8524
1.8866,1.911,1.9404,1.8719,1.8133,1.8524
1.8866,1.9208,1.9355,1.8768,1.8035,1.8475
1.8866,1.9208,1.9355,1.8671,1.8133,1.8524
1.8964,1.8768,1.9355,1.8768,1.828,1.8573
1.8964,1.9013,1.9355,1.8719,1.8231,1.8524
1.8964,1.9159,1.9306,1.8719,1.8182,1.8475
1.911,1.9062,1.9404,1.8768,1.828,1.8426
1.9159,1.9159,1.9404,1.8719,1.828,1.8622
1.9257,1.9159,1.9355,1.8768,1.8231,1.8524
1.9306,1.9159,1.9355,1.8719,1.828,1.8524
1.9404,1.8915,1.9355,1.8719,1.828,1.8524
1.9501,1.9257,1.9404,1.8719,1.828,1.8524
1.9501,1.9208,1.9404,1.8719,1.8328,1.8524
1.9648,1.9257,1.9355,1.8719,1.8328,1.8573
1.9697,1.9208,1.9404,1.8671,1.8328,1.8524
1.9746,1.9208,1.9404,1.8719,1.828,1.8524
1.9795,1.9257,1.9404,1.8719,1.828,1.8524
1.9844,1.9208,1.9306,1.8768,1.828,1.8524
2.0039,1.9013,1.9355,1.8768,1.8231,1.8573
1.999,1.911,1.9404,1.8719,1.8377,1.8524
2.0137,1.9404,1.9355,1.8719,1.828,1.8475
2.0235,1.9306,1.9355,1.8671,1.828,1.8524
2.0283,1.9208,1.9355,1.8719,1.8328,1.8524
2.0332,1.9257,1.9355,1.8671,1.8328,1.8524
2.043,1.9306,1.9404,1.8719,1.828,1.8475
2.0528,1.9306,1.9404,1.8719,1.828,1.8524
2.0626,1.9501,1.9404,1.8719,1.8328,1.8573
2.0626,1.9355,1.9404,1.8768,1.8377,1.8524
2.0723,1.9453,1.9355,1.8671,1.8377,1.8524
2.0723,1.955,1.9404,1.8768,1.828,1.8524
2.087,1.955,1.9453,1.8768,1.8328,1.8475
2.0919,1.9501,1.9453,1.8719,1.8328,1.8573
2.0968,1.9599,1.9453,1.8768,1.8231,1.8524
2.1017,1.9697,1.9404,1.8671,1.828,1.8524
2.1065,1.955,1.9501,1.8719,1.8377,1.8524
2.1114,1.9697,1.9501,1.8768,1.8475,1.8475
2.1114,1.9697,1.9453,1.8719,1.8231,1.8573
2.1212,1.9746,1.955,1.8768,1.8231,1.8573
2.1261,1.9746,1.9501,1.8719,1.8377,1.8475
2.131,1.9941,1.9501,1.8719,1.8231,1.8573
2.1408,1.9892,1.9501,1.8768,1.8231,1.8573
2.1457,1.9941,1.9599,1.8768,1.828,1.8524
2.1554,1.9844,1.9599,1.8719,1.8328,1.8524
2.1603,1.9795,1.9599,1.8768,1.8182,1.8573
2.1652,1.9892,1.9599,1.8768,1.8328,1.8573
2.1701,1.9941,1.9599,1.8768,1.828,1.8573
2.1701,2.0039,1.9599,1.8719,1.8328,1.8524
2.1799,2.0088,1.9599,1.8768,1.8231,1.8524
2.1799,2.0186,1.9648,1.8768,1.828,1.8573
2.1896,2.0235,1.9599,1.8768,1.8231,1.8475
2.1945,2.0235,1.9648,1.8768,1.8328,1.8573
2.1994,2.0332,1.9648,1.8768,1.8377,1.8573
2.2092,2.0381,1.9697,1.8768,1.828,1.8622
2.2141,2.0381,1.9746,1.8768,1.828,1.8524
2.2141,2.0381,1.9697,1.8817,1.8231,1.8573
2.219,2.0283,1.9746,1.8768,1.828,1.8573
2.2336,2.0479,1.9795,1.8768,1.8426,1.8573
2.2336,2.0332,1.9795,1.8817,1.8328,1.8622
2.2385,2.043,1.9795,1.8768,1.828,1.8573
2.2434,2.0577,1.9844,1.8817,1.828,1.8622
2.2483,2.0479,1.9892,1.8768,1.8377,1.8573
